timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-15T21:42:32,catboost_text_tokenaggr,8f05fb8c-0863-4ed1-8113-2c789c154448,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,361.01299310000104,0.0013800416849907014,3.822692566105032e-06,33.05702565165999,0.0,10.0,0.003204432634892992,0.0,0.0009684327216666792,0.004172865356559671,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.3,16,13th Gen Intel(R) Core(TM) i7-13620H,,,9.1922,45.4722,15.695304870605469,machine,36.522881355932206,0,69.89717514124294,10.970207990226099,N,1.0,0.0
