timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-15T21:49:19,catboost_cheap,63f3f4d0-21f0-4238-8626-1779ce465e12,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.785561799999414,1.0537631913666451e-05,2.201963396161291e-06,16.783222873600007,0.0,10.0,1.9967850602675376e-05,0.0,1.1895041388889797e-05,3.186289199156517e-05,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.3,16,13th Gen Intel(R) Core(TM) i7-13620H,,,9.1922,45.4722,15.695304870605469,machine,0.0,0,68.3,10.722270965576172,N,1.0,0.0
