timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-03-15T20:42:43,catboost_full,1acc4f7b-1001-4b40-9577-11b985d36b80,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,510.1894898999999,0.0020391668491079,3.996881334242442e-06,35.038696402689745,0.0,10.0,0.0047977644815962,0.0,0.0013681135447222,0.0061658780263184,0.0,Italy,ITA,lombardy,Windows-11-10.0.26200-SP0,3.14.3,3.2.3,16,13th Gen Intel(R) Core(TM) i7-13620H,9.1922,45.4722,15.695304870605469,machine,30.0732,0,65.1492,10.22501286315918,N,1.0,0.0,,
2026-03-15T22:00:40,catboost_full,fdfc3ffa-42d8-4e70-9439-267945a477b7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,587.6814594999996,0.0023826918856448007,4.054393493495607e-06,34.57584845052601,0.0,10.0,0.005587852524907111,0.0,0.001616750446944439,0.007204602971851549,0.0,Italy,ITA,lombardy,Windows-11-10.0.26200-SP0,3.14.3,3.2.3,16,13th Gen Intel(R) Core(TM) i7-13620H,9.1922,45.4722,15.695304870605469,machine,22.388347826086957,0,67.71860869565216,10.62809611444888,N,1.0,0.0,,
