timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-15T19:57:31,catboost_td,9669004d-bfff-48e1-ae20-e54e8f79bb72,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,339.1808599999995,0.0013551660936855473,3.995408507678026e-06,35.017305861019125,0.0,10.0,0.003188768383143482,0.0,0.0009088800474999893,0.00409764843064347,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.3,16,13th Gen Intel(R) Core(TM) i7-13620H,,,9.1922,45.4722,15.695304870605469,machine,21.344108761329306,0,67.28761329305136,10.559823258045578,N,1.0,0.0
