timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-03-15T23:17:07,catboost_distilled_inference,f80ed98c-8963-4bf0-87d0-8e3762777128,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0223109440000826,9.579191165047273e-08,4.293494333996718e-06,42.5,0.0,10.0,2.226443604159714e-07,0.0,5.165324166682695e-08,2.742976020827984e-07,0.0,United States,USA,nevada,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.12,3.2.3,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.67141342163086,machine,0,0,0,0,N,1.0,0.0,,
2026-03-15T23:18:44,catboost_distilled_inference,bf0429ef-d53b-434b-ade2-f1ae4bf9de8f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.05528151099997558,2.443614826726471e-07,4.420311208077418e-06,42.5,0.0,10.0,5.669091645823226e-07,0.0,1.3281346944419662e-07,6.997226340265192e-07,0.0,United States,USA,nevada,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.12,3.2.3,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.67141342163086,machine,0,0,0,0,N,1.0,0.0,,
