iter	Passed	Remaining
1659	213552	558324
1660	213676	558184
1661	213801	558044
1662	213922	557896
1663	214047	557758
1664	214171	557617
1665	214298	557484
1666	214435	557377
1667	214573	557273
1668	214711	557169
1669	214850	557068
1670	214987	556960
1671	215124	556853
1672	215261	556746
1673	215398	556638
1674	215536	556535
1675	215673	556427
1676	215811	556323
1677	215949	556216
1678	216086	556111
1679	216223	556003
1680	216358	555891
1681	216497	555787
1682	216635	555684
1683	216772	555576
1684	216910	555470
1685	217045	555358
1686	217169	555218
1687	217297	555085
1688	217421	554947
1689	217547	554811
1690	217674	554676
1691	217799	554538
1692	217922	554395
1693	218048	554260
1694	218172	554119
1695	218296	553979
1696	218429	553861
1697	218551	553715
1698	218676	553578
1699	218802	553441
1700	218928	553306
1701	219052	553166
1702	219176	553024
1703	219302	552889
1704	219427	552750
1705	219551	552611
1706	219678	552476
1707	219803	552339
1708	219926	552196
1709	220048	552050
1710	220175	551918
1711	220301	551782
1712	220430	551654
1713	220557	551522
1714	220682	551384
1715	220807	551245
1716	220930	551103
1717	221057	550970
1718	221180	550828
1719	221305	550689
1720	221430	550553
1721	221557	550419
1722	221681	550279
1723	221805	550139
1724	221930	550002
1725	222056	549866
1726	222181	549729
1727	222309	549599
1728	222432	549454
1729	222559	549322
1730	222684	549185
1731	222809	549048
1732	222934	548910
1733	223058	548770
1734	223183	548632
1735	223307	548492
1736	223431	548352
1737	223556	548215
1738	223683	548081
1739	223807	547941
1740	223932	547804
1741	224058	547670
1742	224182	547529
1743	224306	547389
1744	224432	547255
1745	224559	547121
1746	224685	546987
1747	224811	546852
1748	224934	546710
1749	225058	546571
1750	225181	546428
1751	225310	546299
1752	225439	546174
1753	225566	546041
1754	225690	545900
1755	225815	545762
1756	225941	545629
1757	226066	545492
1758	226189	545350
1759	226316	545218
1760	226440	545077
1761	226563	544934
1762	226689	544801
1763	226814	544663
1764	226938	544524
1765	227071	544406
1766	227198	544274
1767	227335	544165
1768	227471	544054
1769	227608	543945
1770	227744	543834
1771	227881	543725
1772	228018	543617
1773	228155	543509
1774	228293	543403
1775	228430	543294
1776	228567	543184
1777	228702	543071
1778	228841	542966
1779	228978	542860
1780	229114	542746
1781	229251	542640
1782	229389	542532
1783	229525	542420
1784	229661	542310
1785	229786	542172
1786	229912	542038
1787	230035	541896
1788	230161	541760
1789	230285	541620
1790	230407	541476
1791	230536	541348
1792	230661	541211
1793	230784	541071
1794	230917	540952
1795	231055	540845
1796	231209	540775
1797	231348	540669
1798	231484	540559
1799	231622	540452
1800	231761	540346
1801	231899	540240
1802	232039	540138
1803	232177	540032
1804	232314	539922
1805	232453	539817
1806	232592	539711
1807	232729	539603
1808	232867	539496
1809	233005	539388
1810	233141	539276
1811	233280	539171
1812	233417	539061
1813	233553	538950
1814	233689	538838
1815	233814	538701
1816	233940	538565
1817	234064	538426
1818	234188	538285
1819	234313	538149
1820	234438	538010
1821	234562	537871
1822	234687	537734
1823	234817	537608
1824	234940	537467
1825	235065	537328
1826	235193	537198
1827	235316	537058
1828	235440	536918
1829	235567	536785
1830	235693	536649
1831	235817	536509
1832	235942	536374
1833	236068	536238
1834	236191	536096
1835	236314	535955
1836	236436	535812
1837	236562	535676
1838	236685	535534
1839	236809	535396
1840	236938	535267
1841	237062	535127
1842	237185	534986
1843	237310	534848
1844	237434	534711
1845	237567	534591
1846	237703	534479
1847	237841	534370
1848	237980	534264
1849	238119	534160
1850	238256	534049
1851	238393	533938
1852	238529	533826
1853	238668	533722
1854	238805	533611
1855	238941	533499
1856	239081	533395
1857	239218	533285
1858	239355	533174
1859	239494	533067
1860	239632	532960
1861	239770	532851
1862	239909	532745
1863	240047	532637
1864	240172	532501
1865	240301	532373
1866	240430	532244
1867	240558	532112
1868	240680	531969
1869	240805	531832
1870	240928	531690
1871	241051	531549
1872	241175	531411
1873	241301	531275
1874	241433	531153
1875	241571	531045
1876	241709	530936
1877	241845	530824
1878	241984	530717
1879	242121	530607
1880	242260	530501
1881	242397	530389
1882	242533	530276
1883	242670	530166
1884	242806	530052
1885	242941	529937
1886	243079	529828
1887	243214	529712
1888	243353	529606
1889	243489	529492
1890	243623	529375
1891	243759	529263
1892	243895	529148
1893	244032	529036
1894	244157	528900
1895	244281	528761
1896	244407	528627
1897	244530	528484
1898	244654	528345
1899	244778	528206
1900	244905	528074
1901	245033	527941
1902	245157	527802
1903	245288	527680
1904	245419	527555
1905	245561	527454
1906	245699	527345
1907	245836	527234
1908	245973	527123
1909	246111	527012
1910	246248	526903
1911	246385	526791
1912	246522	526679
1913	246659	526567
1914	246794	526452
1915	246931	526340
1916	247078	526249
1917	247235	526181
1918	247378	526082
1919	247516	525972
1920	247652	525858
1921	247788	525743
1922	247925	525633
1923	248051	525498
1924	248185	525380
1925	248322	525268
1926	248448	525131
1927	248572	524993
1928	248696	524854
1929	248822	524718
1930	248945	524578
1931	249072	524444
1932	249195	524302
1933	249318	524162
1934	249441	524021
1935	249568	523887
1936	249692	523747
1937	249816	523609
1938	249944	523477
1939	250070	523342
1940	250199	523215
1941	250323	523076
1942	250450	522941
1943	250579	522814
1944	250704	522676
1945	250826	522533
1946	250951	522397
1947	251075	522256
1948	251201	522123
1949	251328	521989
1950	251453	521852
1951	251577	521714
1952	251701	521574
1953	251825	521436
1954	251949	521297
1955	252073	521157
1956	252199	521023
1957	252323	520885
1958	252453	520757
1959	252580	520624
1960	252705	520489
1961	252831	520353
1962	252955	520215
1963	253082	520082
1964	253208	519946
1965	253334	519812
1966	253457	519670
1967	253582	519533
1968	253705	519394
1969	253829	519255
1970	253952	519114
1971	254078	518980
1972	254205	518846
1973	254329	518709
1974	254455	518573
1975	254580	518436
1976	254713	518317
1977	254852	518208
1978	254990	518098
1979	255129	517991
1980	255270	517886
1981	255411	517781
1982	255552	517678
1983	255693	517572
1984	255828	517456
1985	255966	517346
1986	256102	517232
1987	256242	517124
1988	256388	517030
1989	256532	516932
1990	256669	516820
1991	256806	516706
1992	256944	516595
1993	257082	516484
1994	257217	516368
1995	257354	516256
1996	257490	516140
1997	257614	516002
1998	257740	515867
1999	257864	515728
2000	257987	515588
2001	258112	515450
2002	258235	515310
2003	258360	515174
2004	258486	515038
2005	258611	514903
2006	258736	514765
2007	258860	514626
2008	258987	514493
2009	259112	514358
2010	259237	514220
2011	259364	514088
2012	259487	513946
2013	259611	513808
2014	259735	513669
2015	259860	513533
2016	259983	513392
2017	260106	513253
2018	260232	513117
2019	260357	512982
2020	260483	512846
2021	260612	512718
2022	260741	512588
2023	260864	512448
2024	260989	512312
2025	261116	512179
2026	261240	512042
2027	261378	511930
2028	261506	511800
2029	261643	511686
2030	261778	511570
2031	261915	511456
2032	262053	511346
2033	262190	511232
2034	262327	511118
2035	262469	511016
2036	262609	510908
2037	262747	510797
2038	262887	510690
2039	263041	510609
2040	263179	510498
2041	263318	510389
2042	263456	510276
2043	263592	510162
2044	263729	510048
2045	263864	509931
2046	263989	509794
2047	264113	509657
2048	264238	509520
2049	264364	509385
2050	264489	509248
2051	264613	509109
2052	264736	508970
2053	264860	508831
2054	264986	508697
2055	265119	508576
2056	265256	508461
2057	265395	508352
2058	265536	508245
2059	265678	508141
2060	265817	508033
2061	265942	507895
2062	266068	507761
2063	266194	507626
2064	266318	507487
2065	266446	507357
2066	266569	507217
2067	266716	507121
2068	266839	506982
2069	266965	506847
2070	267088	506706
2071	267214	506571
2072	267337	506432
2073	267462	506295
2074	267586	506158
2075	267723	506043
2076	267852	505915
2077	267978	505779
2078	268101	505640
2079	268225	505502
2080	268353	505371
2081	268477	505233
2082	268603	505098
2083	268730	504965
2084	268854	504828
2085	268985	504702
2086	269126	504596
2087	269261	504478
2088	269397	504362
2089	269535	504249
2090	269671	504135
2091	269813	504030
2092	269950	503917
2093	270088	503803
2094	270223	503686
2095	270361	503574
2096	270497	503458
2097	270638	503352
2098	270776	503239
2099	270912	503123
2100	271049	503008
2101	271185	502892
2102	271322	502778
2103	271462	502669
2104	271589	502537
2105	271714	502401
2106	271841	502267
2107	271967	502134
2108	272092	501997
2109	272220	501865
2110	272358	501752
2111	272494	501637
2112	272632	501525
2113	272773	501418
2114	272916	501315
2115	273056	501205
2116	273192	501089
2117	273330	500977
2118	273467	500862
2119	273595	500732
2120	273738	500628
2121	273878	500519
2122	274017	500408
2123	274160	500304
2124	274304	500201
2125	274445	500094
2126	274585	499984
2127	274719	499865
2128	274853	499744
2129	274985	499622
2130	275115	499494
2131	275248	499371
2132	275388	499262
2133	275526	499149
2134	275667	499041
2135	275806	498930
2136	275947	498823
2137	276083	498705
2138	276222	498595
2139	276361	498483
2140	276500	498372
2141	276637	498258
2142	276762	498120
2143	276886	497982
2144	277012	497846
2145	277136	497709
2146	277259	497569
2147	277385	497433
2148	277511	497298
2149	277634	497158
2150	277767	497038
2151	277906	496924
2152	278042	496809
2153	278179	496694
2154	278320	496586
2155	278457	496469
2156	278594	496354
2157	278731	496239
2158	278866	496120
2159	279002	496005
2160	279139	495889
2161	279277	495775
2162	279413	495659
2163	279550	495544
2164	279687	495427
2165	279822	495308
2166	279947	495172
2167	280073	495036
2168	280197	494899
2169	280318	494756
2170	280445	494622
2171	280568	494483
2172	280696	494351
2173	280820	494212
2174	280944	494075
2175	281072	493943
2176	281196	493804
2177	281322	493669
2178	281446	493531
2179	281569	493393
2180	281694	493256
2181	281818	493117
2182	281944	492982
2183	282068	492845
2184	282192	492706
2185	282316	492569
2186	282442	492433
2187	282566	492295
2188	282690	492158
2189	282817	492024
2190	282941	491886
2191	283067	491752
2192	283193	491617
2193	283316	491477
2194	283440	491340
2195	283565	491203
2196	283688	491063
2197	283813	490927
2198	283937	490789
2199	284063	490655
2200	284191	490523
2201	284316	490387
2202	284441	490252
2203	284567	490117
2204	284692	489980
2205	284839	489882
2206	284968	489753
2207	285093	489616
2208	285219	489483
2209	285345	489348
2210	285475	489220
2211	285600	489085
2212	285733	488962
2213	285857	488824
2214	285987	488695
2215	286116	488567
2216	286240	488428
2217	286364	488291
2218	286491	488159
2219	286617	488024
2220	286742	487888
2221	286866	487750
2222	286992	487616
2223	287118	487482
2224	287244	487347
2225	287372	487217
2226	287499	487082
2227	287622	486944
2228	287746	486806
2229	287871	486671
2230	287995	486533
2231	288120	486397
2232	288245	486261
2233	288370	486125
2234	288494	485987
2235	288627	485865
2236	288766	485752
2237	288904	485638
2238	289041	485522
2239	289180	485409
2240	289317	485294
2241	289456	485181
2242	289595	485069
2243	289733	484954
2244	289869	484838
2245	290009	484727
2246	290147	484612
2247	290283	484494
2248	290421	484379
2249	290557	484262
2250	290699	484154
2251	290836	484039
2252	290973	483922
2253	291111	483807
2254	291250	483695
2255	291384	483574
2256	291507	483435
2257	291632	483299
2258	291756	483160
2259	291879	483022
2260	292007	482889
2261	292130	482752
2262	292255	482616
2263	292381	482481
2264	292507	482346
2265	292631	482208
2266	292752	482066
2267	292877	481930
2268	293002	481795
2269	293129	481661
2270	293255	481527
2271	293389	481406
2272	293523	481285
2273	293661	481170
2274	293797	481053
2275	293935	480937
2276	294074	480825
2277	294211	480708
2278	294348	480592
2279	294484	480474
2280	294620	480356
2281	294755	480237
2282	294892	480120
2283	295028	480003
2284	295165	479885
2285	295301	479767
2286	295436	479648
2287	295573	479531
2288	295714	479421
2289	295850	479304
2290	295986	479184
2291	296110	479047
2292	296239	478918
2293	296364	478782
2294	296488	478644
2295	296613	478509
2296	296737	478371
2297	296862	478235
2298	296986	478097
2299	297113	477965
2300	297239	477830
2301	297372	477707
2302	297510	477593
2303	297647	477475
2304	297783	477358
2305	297921	477242
2306	298059	477127
2307	298195	477008
2308	298333	476894
2309	298470	476778
2310	298608	476661
2311	298746	476547
2312	298883	476429
2313	299020	476313
2314	299159	476199
2315	299294	476080
2316	299431	475962
2317	299567	475845
2318	299703	475725
2319	299844	475615
2320	299970	475480
2321	300092	475340
2322	300218	475206
2323	300343	475069
2324	300472	474940
2325	300597	474805
2326	300726	474675
2327	300850	474536
2328	300974	474399
2329	301098	474262
2330	301223	474126
2331	301347	473989
2332	301476	473859
2333	301602	473724
2334	301725	473586
2335	301849	473449
2336	301975	473313
2337	302098	473176
2338	302224	473041
2339	302348	472904
2340	302474	472769
2341	302598	472633
2342	302725	472499
2343	302850	472364
2344	302975	472228
2345	303111	472109
2346	303251	471997
2347	303391	471885
2348	303529	471768
2349	303667	471653
2350	303803	471535
2351	303940	471418
2352	304077	471300
2353	304225	471200
2354	304366	471088
2355	304503	470972
2356	304639	470853
2357	304775	470735
2358	304914	470620
2359	305051	470502
2360	305186	470383
2361	305322	470263
2362	305460	470148
2363	305599	470033
2364	305724	469897
2365	305849	469762
2366	305973	469625
2367	306098	469488
2368	306222	469351
2369	306348	469217
2370	306475	469084
2371	306598	468945
2372	306722	468808
2373	306846	468671
2374	306980	468549
2375	307117	468432
2376	307253	468313
2377	307390	468195
2378	307528	468078
2379	307664	467960
2380	307804	467846
2381	307940	467728
2382	308078	467611
2383	308216	467495
2384	308353	467378
2385	308490	467261
2386	308627	467142
2387	308764	467025
2388	308900	466907
2389	309039	466791
2390	309179	466678
2391	309320	466566
2392	309444	466429
2393	309568	466292
2394	309699	466166
2395	309827	466034
2396	309960	465910
2397	310099	465795
2398	310238	465680
2399	310377	465566
2400	310514	465447
2401	310652	465332
2402	310796	465225
2403	310934	465108
2404	311071	464991
2405	311214	464880
2406	311353	464766
2407	311488	464645
2408	311625	464527
2409	311762	464410
2410	311902	464295
2411	312040	464179
2412	312176	464059
2413	312299	463921
2414	312423	463783
2415	312550	463650
2416	312673	463512
2417	312799	463378
2418	312925	463243
2419	313047	463103
2420	313171	462966
2421	313295	462829
2422	313420	462692
2423	313544	462555
2424	313670	462421
2425	313796	462287
2426	313921	462151
2427	314050	462021
2428	314176	461887
2429	314299	461748
2430	314422	461610
2431	314545	461470
2432	314670	461335
2433	314805	461214
2434	314947	461104
2435	315085	460986
2436	315221	460867
2437	315361	460753
2438	315502	460641
2439	315639	460523
2440	315781	460412
2441	315918	460294
2442	316055	460176
2443	316191	460056
2444	316332	459942
2445	316475	459834
2446	316619	459725
2447	316758	459609
2448	316894	459490
2449	317030	459371
2450	317168	459253
2451	317307	459137
2452	317429	458998
2453	317552	458859
2454	317678	458725
2455	317802	458588
2456	317930	458456
2457	318052	458317
2458	318175	458177
2459	318297	458038
2460	318421	457900
2461	318546	457764
2462	318669	457626
2463	318794	457490
2464	318918	457353
2465	319042	457217
2466	319166	457079
2467	319293	456947
2468	319417	456810
2469	319541	456672
2470	319667	456538
2471	319792	456402
2472	319914	456263
2473	320041	456129
2474	320165	455992
2475	320297	455867
2476	320433	455747
2477	320569	455627
2478	320708	455511
2479	320848	455398
2480	320988	455283
2481	321126	455165
2482	321262	455046
2483	321401	454930
2484	321538	454812
2485	321675	454692
2486	321813	454576
2487	321966	454479
2488	322105	454363
2489	322243	454246
2490	322378	454125
2491	322516	454008
2492	322654	453890
2493	322792	453773
2494	322929	453654
2495	323053	453517
2496	323189	453397
2497	323325	453277
2498	323450	453141
2499	323575	453005
2500	323699	452868
2501	323824	452733
2502	323948	452596
2503	324072	452459
2504	324194	452319
2505	324319	452184
2506	324442	452045
2507	324562	451903
2508	324685	451764
2509	324812	451631
2510	324936	451494
2511	325064	451363
2512	325189	451227
2513	325312	451089
2514	325436	450952
2515	325559	450814
2516	325683	450677
2517	325811	450545
2518	325939	450414
2519	326065	450281
2520	326191	450146
2521	326317	450013
2522	326442	449877
2523	326567	449741
2524	326694	449608
2525	326828	449485
2526	326967	449369
2527	327105	449252
2528	327243	449134
2529	327380	449015
2530	327515	448894
2531	327654	448777
2532	327793	448661
2533	327929	448541
2534	328067	448423
2535	328206	448306
2536	328342	448187
2537	328478	448066
2538	328615	447947
2539	328752	447827
2540	328889	447709
2541	329029	447594
2542	329170	447480
2543	329308	447362
2544	329444	447241
2545	329581	447122
2546	329717	447002
2547	329853	446881
2548	329993	446766
2549	330118	446630
2550	330240	446490
2551	330363	446353
2552	330493	446224
2553	330616	446086
2554	330741	445950
2555	330867	445817
2556	330991	445680
2557	331117	445545
2558	331244	445413
2559	331370	445278
2560	331497	445146
2561	331621	445010
2562	331746	444874
2563	331869	444735
2564	331991	444597
2565	332120	444466
2566	332245	444331
2567	332368	444193
2568	332494	444059
2569	332617	443921
2570	332739	443782
2571	332864	443646
2572	332989	443511
2573	333114	443375
2574	333238	443239
2575	333365	443106
2576	333489	442969
2577	333615	442836
2578	333750	442714
2579	333889	442597
2580	334024	442475
2581	334161	442356
2582	334298	442237
2583	334435	442117
2584	334571	441996
2585	334707	441876
2586	334857	441774
2587	334994	441654
2588	335132	441535
2589	335269	441417
2590	335407	441298
2591	335546	441182
2592	335682	441060
2593	335823	440946
2594	335961	440827
2595	336098	440709
2596	336239	440593
2597	336374	440471
2598	336502	440340
2599	336633	440212
2600	336765	440087
2601	336903	439969
2602	337032	439838
2603	337160	439706
2604	337284	439571
2605	337409	439434
2606	337536	439301
2607	337659	439164
2608	337781	439025
2609	337906	438890
2610	338032	438755
2611	338156	438619
2612	338282	438485
2613	338408	438351
2614	338534	438217
2615	338658	438081
2616	338783	437945
2617	338906	437807
2618	339029	437669
2619	339154	437534
2620	339285	437407
2621	339410	437272
2622	339533	437134
2623	339658	436999
2624	339781	436861
2625	339904	436724
2626	340029	436589
2627	340155	436455
2628	340281	436321
2629	340401	436179
2630	340532	436052
2631	340659	435919
2632	340788	435789
2633	340927	435672
2634	341056	435542
2635	341180	435406
2636	341315	435284
2637	341454	435166
2638	341592	435048
2639	341728	434927
2640	341867	434810
2641	342006	434693
2642	342143	434572
2643	342283	434456
2644	342421	434337
2645	342559	434219
2646	342697	434101
2647	342835	433982
2648	342972	433862
2649	343109	433742
2650	343247	433623
2651	343384	433504
2652	343522	433384
2653	343662	433268
2654	343797	433145
2655	343932	433023
2656	344072	432907
2657	344199	432773
2658	344323	432638
2659	344447	432502
2660	344570	432363
2661	344693	432226
2662	344818	432091
2663	344956	431972
2664	345093	431852
2665	345231	431733
2666	345370	431616
2667	345513	431502
2668	345650	431383
2669	345790	431266
2670	345930	431149
2671	346066	431028
2672	346203	430908
2673	346330	430775
2674	346456	430641
2675	346580	430506
2676	346704	430369
2677	346826	430230
2678	346949	430092
2679	347073	429956
2680	347203	429828
2681	347329	429693
2682	347452	429556
2683	347578	429422
2684	347703	429287
2685	347838	429164
2686	347974	429043
2687	348111	428923
2688	348247	428801
2689	348385	428683
2690	348521	428561
2691	348670	428455
2692	348806	428334
2693	348943	428212
2694	349078	428090
2695	349215	427970
2696	349354	427852
2697	349489	427729
2698	349624	427606
2699	349761	427486
2700	349898	427366
2701	350042	427253
2702	350166	427117
2703	350290	426981
2704	350415	426845
2705	350541	426712
2706	350665	426576
2707	350788	426438
2708	350914	426305
2709	351038	426168
2710	351163	426033
2711	351288	425898
2712	351415	425765
2713	351540	425631
2714	351666	425496
2715	351792	425362
2716	351917	425227
2717	352045	425096
2718	352169	424960
2719	352295	424826
2720	352420	424692
2721	352552	424565
2722	352689	424445
2723	352825	424323
2724	352964	424205
2725	353106	424090
2726	353242	423968
2727	353378	423846
2728	353514	423725
2729	353651	423604
2730	353787	423483
2731	353924	423362
2732	354062	423242
2733	354199	423122
2734	354337	423002
2735	354474	422881
2736	354609	422758
2737	354746	422638
2738	354884	422518
2739	355020	422397
2740	355158	422277
2741	355294	422155
2742	355430	422033
2743	355556	421899
2744	355682	421766
2745	355806	421629
2746	355934	421497
2747	356059	421362
2748	356184	421228
2749	356312	421096
2750	356435	420959
2751	356557	420821
2752	356682	420685
2753	356807	420551
2754	356931	420414
2755	357053	420276
2756	357179	420142
2757	357303	420006
2758	357429	419873
2759	357553	419736
2760	357681	419605
2761	357804	419468
2762	357941	419347
2763	358078	419226
2764	358215	419105
2765	358356	418989
2766	358495	418870
2767	358632	418749
2768	358769	418629
2769	358907	418509
2770	359045	418389
2771	359186	418273
2772	359323	418152
2773	359459	418030
2774	359601	417915
2775	359736	417791
2776	359884	417683
2777	360026	417568
2778	360162	417446
2779	360298	417323
2780	360436	417203
2781	360576	417087
2782	360713	416966
2783	360838	416830
2784	360965	416698
2785	361090	416563
2786	361213	416426
2787	361339	416291
2788	361463	416156
2789	361590	416023
2790	361716	415890
2791	361841	415754
2792	361965	415618
2793	362089	415482
2794	362213	415347
2795	362346	415220
2796	362478	415094
2797	362616	414974
2798	362752	414852
2799	362885	414726
2800	363017	414599
2801	363149	414472
2802	363281	414345
2803	363416	414222
2804	363556	414103
2805	363697	413987
2806	363839	413871
2807	363981	413756
2808	364126	413644
2809	364272	413533
2810	364421	413425
2811	364564	413311
2812	364710	413200
2813	364852	413084
2814	364998	412972
2815	365150	412869
2816	365301	412763
2817	365453	412659
2818	365610	412560
2819	365745	412436
2820	365876	412308
2821	366011	412184
2822	366143	412057
2823	366273	411927
2824	366399	411794
2825	366525	411660
2826	366651	411525
2827	366775	411390
2828	366901	411256
2829	367025	411120
2830	367148	410982
2831	367271	410845
2832	367393	410707
2833	367521	410576
2834	367659	410455
2835	367798	410336
2836	367935	410214
2837	368070	410090
2838	368208	409971
2839	368349	409853
2840	368486	409731
2841	368624	409611
2842	368760	409488
2843	368895	409365
2844	369034	409246
2845	369171	409123
2846	369307	409001
2847	369445	408880
2848	369583	408760
2849	369722	408640
2850	369860	408520
2851	369999	408400
2852	370134	408276
2853	370257	408139
2854	370382	408004
2855	370518	407881
2856	370656	407761
2857	370793	407639
2858	370935	407523
2859	371060	407388
2860	371183	407251
2861	371306	407113
2862	371430	406978
2863	371554	406842
2864	371678	406706
2865	371801	406568
2866	371926	406433
2867	372051	406299
2868	372176	406164
2869	372302	406030
2870	372427	405894
2871	372551	405759
2872	372677	405625
2873	372802	405491
2874	372927	405356
2875	373053	405221
2876	373176	405085
2877	373301	404950
2878	373426	404815
2879	373551	404681
2880	373675	404544
2881	373800	404410
2882	373924	404274
2883	374051	404141
2884	374190	404022
2885	374328	403900
2886	374466	403780
2887	374604	403659
2888	374741	403538
2889	374880	403418
2890	375023	403303
2891	375161	403182
2892	375301	403063
2893	375440	402943
2894	375579	402823
2895	375715	402700
2896	375854	402580
2897	375996	402463
2898	376133	402342
2899	376269	402218
2900	376414	402105
2901	376569	402003
2902	376698	401872
2903	376826	401740
2904	376952	401606
2905	377075	401469
2906	377202	401336
2907	377330	401205
2908	377453	401068
2909	377579	400935
2910	377706	400802
2911	377834	400670
2912	377960	400537
2913	378088	400404
2914	378214	400271
2915	378338	400135
2916	378466	400003
2917	378590	399868
2918	378715	399733
2919	378841	399599
2920	378965	399463
2921	379091	399330
2922	379216	399195
2923	379340	399059
2924	379465	398925
2925	379589	398789
2926	379714	398654
2927	379838	398518
2928	379962	398383
2929	380085	398246
2930	380209	398110
2931	380332	397974
2932	380455	397837
2933	380578	397700
2934	380702	397564
2935	380825	397428
2936	380951	397294
2937	381076	397160
2938	381200	397024
2939	381324	396888
2940	381450	396754
2941	381575	396620
2942	381700	396485
2943	381822	396348
2944	381950	396217
2945	382080	396087
2946	382205	395953
2947	382333	395821
2948	382458	395687
2949	382584	395553
2950	382712	395422
2951	382861	395312
2952	382999	395190
2953	383137	395070
2954	383278	394951
2955	383417	394831
2956	383559	394714
2957	383698	394594
2958	383837	394474
2959	383974	394352
2960	384112	394230
2961	384249	394109
2962	384387	393987
2963	384525	393865
2964	384674	393756
2965	384809	393631
2966	384945	393508
2967	385082	393386
2968	385218	393262
2969	385343	393128
2970	385465	392990
2971	385590	392855
2972	385714	392720
2973	385838	392584
2974	385963	392449
2975	386090	392318
2976	386215	392183
2977	386352	392060
2978	386491	391940
2979	386629	391818
2980	386765	391695
2981	386906	391577
2982	387043	391454
2983	387180	391332
2984	387319	391211
2985	387456	391089
2986	387593	390966
2987	387730	390844
2988	387865	390720
2989	388001	390596
2990	388142	390478
2991	388280	390357
2992	388416	390233
2993	388555	390113
2994	388678	389976
2995	388802	389840
2996	388939	389717
2997	389079	389598
2998	389218	389478
2999	389356	389356
3000	389494	389234
3001	389617	389098
3002	389742	388964
3003	389868	388830
3004	389991	388693
3005	390115	388557
3006	390239	388422
3007	390366	388290
3008	390492	388156
3009	390616	388021
3010	390742	387887
3011	390869	387754
3012	391008	387634
3013	391142	387509
3014	391277	387384
3015	391417	387264
3016	391557	387144
3017	391694	387022
3018	391832	386900
3019	391969	386777
3020	392106	386655
3021	392244	386533
3022	392381	386410
3023	392517	386287
3024	392652	386162
3025	392786	386036
3026	392923	385914
3027	393060	385790
3028	393196	385667
3029	393336	385547
3030	393482	385433
3031	393629	385320
3032	393752	385184
3033	393875	385047
3034	394013	384926
3035	394146	384799
3036	394283	384675
3037	394421	384554
3038	394557	384430
3039	394693	384307
3040	394830	384184
3041	394981	384074
3042	395107	383941
3043	395231	383805
3044	395368	383683
3045	395492	383547
3046	395619	383414
3047	395742	383278
3048	395866	383142
3049	395993	383010
3050	396120	382877
3051	396245	382743
3052	396369	382607
3053	396495	382474
3054	396618	382337
3055	396741	382201
3056	396866	382066
3057	396989	381930
3058	397112	381794
3059	397234	381656
3060	397358	381521
3061	397484	381387
3062	397608	381252
3063	397743	381127
3064	397879	381003
3065	398017	380882
3066	398152	380757
3067	398292	380636
3068	398433	380517
3069	398569	380393
3070	398707	380271
3071	398846	380150
3072	398982	380026
3073	399119	379903
3074	399256	379780
3075	399391	379656
3076	399531	379535
3077	399668	379411
3078	399804	379288
3079	399931	379156
3080	400061	379025
3081	400185	378891
3082	400312	378757
3083	400437	378623
3084	400563	378490
3085	400689	378357
3086	400819	378227
3087	400946	378094
3088	401075	377964
3089	401201	377831
3090	401328	377697
3091	401454	377564
3092	401579	377430
3093	401706	377297
3094	401830	377162
3095	401954	377026
3096	402077	376890
3097	402201	376755
3098	402327	376621
3099	402449	376484
3100	402572	376349
3101	402706	376222
3102	402842	376098
3103	402981	375977
3104	403117	375853
3105	403253	375729
3106	403389	375605
3107	403525	375481
3108	403664	375359
3109	403795	375231
3110	403929	375105
3111	404065	374980
3112	404203	374858
3113	404339	374734
3114	404464	374599
3115	404588	374465
3116	404712	374329
3117	404835	374193
3118	404960	374059
3119	405083	373923
3120	405208	373788
3121	405332	373653
3122	405460	373522
3123	405591	373393
3124	405716	373259
3125	405842	373125
3126	405966	372990
3127	406094	372859
3128	406219	372725
3129	406344	372590
3130	406480	372466
3131	406615	372341
3132	406751	372217
3133	406890	372095
3134	407026	371971
3135	407162	371847
3136	407298	371722
3137	407436	371600
3138	407573	371477
3139	407710	371354
3140	407856	371238
3141	407991	371113
3142	408127	370989
3143	408263	370865
3144	408399	370741
3145	408536	370617
3146	408676	370496
3147	408801	370362
3148	408934	370235
3149	409067	370109
3150	409201	369982
3151	409336	369857
3152	409473	369734
3153	409607	369607
3154	409738	369478
3155	409880	369359
3156	410023	369241
3157	410164	369122
3158	410307	369004
3159	410435	368872
3160	410564	368741
3161	410693	368610
3162	410821	368479
3163	410946	368345
3164	411079	368218
3165	411206	368085
3166	411330	367950
3167	411455	367816
3168	411587	367687
3169	411714	367556
3170	411843	367425
3171	411984	367305
3172	412123	367183
3173	412263	367062
3174	412403	366942
3175	412541	366818
3176	412681	366698
3177	412820	366576
3178	412956	366451
3179	413094	366328
3180	413234	366207
3181	413373	366086
3182	413509	365962
3183	413645	365837
3184	413785	365715
3185	413922	365592
3186	414058	365468
3187	414194	365343
3188	414331	365219
3189	414467	365095
3190	414593	364962
3191	414718	364827
3192	414843	364693
3193	414968	364559
3194	415099	364430
3195	415229	364300
3196	415367	364177
3197	415503	364053
3198	415644	363932
3199	415780	363808
3200	415918	363685
3201	416063	363567
3202	416217	363459
3203	416350	363332
3204	416477	363199
3205	416606	363068
3206	416740	362942
3207	416872	362814
3208	417001	362683
3209	417132	362554
3210	417271	362432
3211	417405	362305
3212	417539	362179
