iter	RMSE
1664	1.686597865
1665	1.686361507
1666	1.685903317
1667	1.68565722
1668	1.685362937
1669	1.684989078
1670	1.684954984
1671	1.684630817
1672	1.684357162
1673	1.684313557
1674	1.684013402
1675	1.683572422
1676	1.683212182
1677	1.682893631
1678	1.682647158
1679	1.682486687
1680	1.682227162
1681	1.681805868
1682	1.681500015
1683	1.68113091
1684	1.680756774
1685	1.680514224
1686	1.680108944
1687	1.679913877
1688	1.679518007
1689	1.679095293
1690	1.678767218
1691	1.678147714
1692	1.677609505
1693	1.67727713
1694	1.677026258
1695	1.67673299
1696	1.676334255
1697	1.675841729
1698	1.675486607
1699	1.675109944
1700	1.674702699
1701	1.674367822
1702	1.674067414
1703	1.673680213
1704	1.673360144
1705	1.673047484
1706	1.672632725
1707	1.672249621
1708	1.671985644
1709	1.671668207
1710	1.671267018
1711	1.670970737
1712	1.670518704
1713	1.670138217
1714	1.669745241
1715	1.669234657
1716	1.668840758
1717	1.668509191
1718	1.668307581
1719	1.668118603
1720	1.667750285
1721	1.667504747
1722	1.667166341
1723	1.666783691
1724	1.666275272
1725	1.665932593
1726	1.665722529
1727	1.665378732
1728	1.665053269
1729	1.664732523
1730	1.664537343
1731	1.66417382
1732	1.663761548
1733	1.663416655
1734	1.663073622
1735	1.662805167
1736	1.662518412
1737	1.662126161
1738	1.661934454
1739	1.661583614
1740	1.661394646
1741	1.661203033
1742	1.660866912
1743	1.660662605
1744	1.660094705
1745	1.659680551
1746	1.659522899
1747	1.659325269
1748	1.65928943
1749	1.658837836
1750	1.658676553
1751	1.65842193
1752	1.658081786
1753	1.657798061
1754	1.657625653
1755	1.657049988
1756	1.656774642
1757	1.656293607
1758	1.655882497
1759	1.655704201
1760	1.655397333
1761	1.654942834
1762	1.654678739
1763	1.654228439
1764	1.653943163
1765	1.653597852
1766	1.653323664
1767	1.65320945
1768	1.652937245
1769	1.652559805
1770	1.652319145
1771	1.651972675
1772	1.651688964
1773	1.651236981
1774	1.650759392
1775	1.650561205
1776	1.650223054
1777	1.649887398
1778	1.649556879
1779	1.649370198
1780	1.649005134
1781	1.648625106
1782	1.648325447
1783	1.647989507
1784	1.647696675
1785	1.647431859
1786	1.646881002
1787	1.646688809
1788	1.646223081
1789	1.645912621
1790	1.645612187
1791	1.645280331
1792	1.644956226
1793	1.644652216
1794	1.64443138
1795	1.644171693
1796	1.643715897
1797	1.64369346
1798	1.643339339
1799	1.643041731
1800	1.642858778
1801	1.642509364
1802	1.642220718
1803	1.641808513
1804	1.641514981
1805	1.641057559
1806	1.640775754
1807	1.640302964
1808	1.640036835
1809	1.639665089
1810	1.639467906
1811	1.639280098
1812	1.639010252
1813	1.638915134
1814	1.638555124
1815	1.638102963
1816	1.637776616
1817	1.637362207
1818	1.636977894
1819	1.636726177
1820	1.636335325
1821	1.636142866
1822	1.63570117
1823	1.635368878
1824	1.635187951
1825	1.634916044
1826	1.634475431
1827	1.634446279
1828	1.634101338
1829	1.633781468
1830	1.633419814
1831	1.633085042
1832	1.632684006
1833	1.632449218
1834	1.632213047
1835	1.631877549
1836	1.631629314
1837	1.631225445
1838	1.630859007
1839	1.630443824
1840	1.630100503
1841	1.629702034
1842	1.629423627
1843	1.62918342
1844	1.628851965
1845	1.628530387
1846	1.628236812
1847	1.627887172
1848	1.62739794
1849	1.627050025
1850	1.626793163
1851	1.62652389
1852	1.626140752
1853	1.625821783
1854	1.625583717
1855	1.625323067
1856	1.625076172
1857	1.6247632
1858	1.624388419
1859	1.623948573
1860	1.623728714
1861	1.623447661
1862	1.623411067
1863	1.623009248
1864	1.622866518
1865	1.622537146
1866	1.622124856
1867	1.621766466
1868	1.621478335
1869	1.621204323
1870	1.620984052
1871	1.62096229
1872	1.620637729
1873	1.620338815
1874	1.620136435
1875	1.619735761
1876	1.619489626
1877	1.619382869
1878	1.618963268
1879	1.618784338
1880	1.618395636
1881	1.618154254
1882	1.617857422
1883	1.617538522
1884	1.61722735
1885	1.617009529
1886	1.616664095
1887	1.616327629
1888	1.61595076
1889	1.615656163
1890	1.615599481
1891	1.615296009
1892	1.614952059
1893	1.614674523
1894	1.614317891
1895	1.613979092
1896	1.613780119
1897	1.613428289
1898	1.613174667
1899	1.612889185
1900	1.612631447
1901	1.61227746
1902	1.611984499
1903	1.611732464
1904	1.611517496
1905	1.611222622
1906	1.611082927
1907	1.610827553
1908	1.610391234
1909	1.610233124
1910	1.609829846
1911	1.609678189
1912	1.609417513
1913	1.608968391
1914	1.60874043
1915	1.608426731
1916	1.608012033
1917	1.607673492
1918	1.607253707
1919	1.606981462
1920	1.606690528
1921	1.606424961
1922	1.606146201
1923	1.605794578
1924	1.605630782
1925	1.605242042
1926	1.604983579
1927	1.604736763
1928	1.604265703
1929	1.603678003
1930	1.603365669
1931	1.603183656
1932	1.602796805
1933	1.602477239
1934	1.602183092
1935	1.601899546
1936	1.601624304
1937	1.601358081
1938	1.60098723
1939	1.600525394
1940	1.600135381
1941	1.599923092
1942	1.599601491
1943	1.599337709
1944	1.599194602
1945	1.598998094
1946	1.598638597
1947	1.598585408
1948	1.598251739
1949	1.597665879
1950	1.597463892
1951	1.597228028
1952	1.596967576
1953	1.596569327
1954	1.596195595
1955	1.595959175
1956	1.595671556
1957	1.5953804
1958	1.595111165
1959	1.594858795
1960	1.594597526
1961	1.594383308
1962	1.594219852
1963	1.593940383
1964	1.593763204
1965	1.593525482
1966	1.5931421
1967	1.592789349
1968	1.592396874
1969	1.592015727
1970	1.591733476
1971	1.5913312
1972	1.591000128
1973	1.590560982
1974	1.590209247
1975	1.589645446
1976	1.589286056
1977	1.589085524
1978	1.588746981
1979	1.588434246
1980	1.588118109
1981	1.587915637
1982	1.587477861
1983	1.58713167
1984	1.586815333
1985	1.586489152
1986	1.586448747
1987	1.586036648
1988	1.585791161
1989	1.585345658
1990	1.584924033
1991	1.584577683
1992	1.584071056
1993	1.583972313
1994	1.583664211
1995	1.583375946
1996	1.583181386
1997	1.582849238
1998	1.582600903
1999	1.582428125
2000	1.582134958
2001	1.581777113
2002	1.581422147
2003	1.58109774
2004	1.580499398
2005	1.580314955
2006	1.580084321
2007	1.579771199
2008	1.579500307
2009	1.579078121
2010	1.578771658
2011	1.57845585
2012	1.578313508
2013	1.578072655
2014	1.577717851
2015	1.577421668
2016	1.577037026
2017	1.576575803
2018	1.576256314
2019	1.576024105
2020	1.575699418
2021	1.575396941
2022	1.57504233
2023	1.574875844
2024	1.574555684
2025	1.574324474
2026	1.574110666
2027	1.573761119
2028	1.573463577
2029	1.573240394
2030	1.573001547
2031	1.572693421
2032	1.572233623
2033	1.571960737
2034	1.571930221
2035	1.571666682
2036	1.571302132
2037	1.570974763
2038	1.570546857
2039	1.570146052
2040	1.569946519
2041	1.569783463
2042	1.569624044
2043	1.569308937
2044	1.569096209
2045	1.569035835
2046	1.568843487
2047	1.568469615
2048	1.568249428
2049	1.568081663
2050	1.567797047
2051	1.56771413
2052	1.567526748
2053	1.567376295
2054	1.567158286
2055	1.566881998
2056	1.566444529
2057	1.566170603
2058	1.565750083
2059	1.56553876
2060	1.565264678
2061	1.564967386
2062	1.564793633
2063	1.56437103
2064	1.564166859
2065	1.563965036
2066	1.563723405
2067	1.563439929
2068	1.563087017
2069	1.562660469
2070	1.562491245
2071	1.562203146
2072	1.562068225
2073	1.561901511
2074	1.561809292
2075	1.56154825
2076	1.561240512
2077	1.560939662
2078	1.56064067
2079	1.560492923
2080	1.560158342
2081	1.559894689
2082	1.55952735
2083	1.55922641
2084	1.558844799
2085	1.558608627
2086	1.558006513
2087	1.557935556
2088	1.557614202
2089	1.557297196
2090	1.557003359
2091	1.556633299
2092	1.556417071
2093	1.555916499
2094	1.555731223
2095	1.555436067
2096	1.554994037
2097	1.554655776
2098	1.554340732
2099	1.554012701
2100	1.553669043
2101	1.553353962
2102	1.553079608
2103	1.552717278
2104	1.552387674
2105	1.552035204
2106	1.551576727
2107	1.551296266
2108	1.550952882
2109	1.550646865
2110	1.550416116
2111	1.550150958
2112	1.5500502
2113	1.549847808
2114	1.549652703
2115	1.549305409
2116	1.549079232
2117	1.548835593
2118	1.548578291
2119	1.548063843
2120	1.547676633
2121	1.547384839
2122	1.547058796
2123	1.546772799
2124	1.546328936
2125	1.546023254
2126	1.545754544
2127	1.545458434
2128	1.544992606
2129	1.544713174
2130	1.544480085
2131	1.544249428
2132	1.543842561
2133	1.543674869
2134	1.543402562
2135	1.543177895
2136	1.543077675
2137	1.542641367
2138	1.542459123
2139	1.542124229
2140	1.541810077
2141	1.541467145
2142	1.541388833
2143	1.541039173
2144	1.540584638
2145	1.54010129
2146	1.539759364
2147	1.539312547
2148	1.538911849
2149	1.538516416
2150	1.53823983
2151	1.537902507
2152	1.53771317
2153	1.537409855
2154	1.537080746
2155	1.536688362
2156	1.536336496
2157	1.536087689
2158	1.535725727
2159	1.535623815
2160	1.535437784
2161	1.535273871
2162	1.534994434
2163	1.534559423
2164	1.534406425
2165	1.533943815
2166	1.533723346
2167	1.533391269
2168	1.533163266
2169	1.532956775
2170	1.532730622
2171	1.532647719
2172	1.532374115
2173	1.53199771
2174	1.531775749
2175	1.531445328
2176	1.531180299
2177	1.530912156
2178	1.530753681
2179	1.530316563
2180	1.529925936
2181	1.529632299
2182	1.529490012
2183	1.529194234
2184	1.528965848
2185	1.528678793
2186	1.528365049
2187	1.528160615
2188	1.527933936
2189	1.527629416
2190	1.527362742
2191	1.527087735
2192	1.526787372
2193	1.526589894
2194	1.526340225
2195	1.526167783
2196	1.525913611
2197	1.52553554
2198	1.525368983
2199	1.524995462
2200	1.52478095
2201	1.524477792
2202	1.524217485
2203	1.524140256
2204	1.524111946
2205	1.523720115
2206	1.523475176
2207	1.523262346
2208	1.523105529
2209	1.522892962
2210	1.522722977
2211	1.522549572
2212	1.522267512
2213	1.521947612
2214	1.521678725
2215	1.521463574
2216	1.521228043
2217	1.520967391
2218	1.520863414
2219	1.52067236
2220	1.520405382
2221	1.520326484
2222	1.520168095
2223	1.519723734
2224	1.519439171
2225	1.51900886
2226	1.518719499
2227	1.518413971
2228	1.518163724
2229	1.517875014
2230	1.517486738
2231	1.517100639
2232	1.516740291
2233	1.516481911
2234	1.516097749
2235	1.515871187
2236	1.515682129
2237	1.515504689
2238	1.515316743
2239	1.515095599
2240	1.51505131
2241	1.514613248
2242	1.51442779
2243	1.514086287
2244	1.513783335
2245	1.513466048
2246	1.51317169
2247	1.513093813
2248	1.512757567
2249	1.512497539
2250	1.512165309
2251	1.511820878
2252	1.511570027
2253	1.511280454
2254	1.51087444
2255	1.510666829
2256	1.510475928
2257	1.510421332
2258	1.510108331
2259	1.50973838
2260	1.509432092
2261	1.50916208
2262	1.508803485
2263	1.508455014
2264	1.508096836
2265	1.507915496
2266	1.507898481
2267	1.507876366
2268	1.507631533
2269	1.5072007
2270	1.506812056
2271	1.506612824
2272	1.506482105
2273	1.50613327
2274	1.50603744
2275	1.505920425
2276	1.505723056
2277	1.505555974
2278	1.505207503
2279	1.504922556
2280	1.504648873
2281	1.504531529
2282	1.504256989
2283	1.504229751
2284	1.503987077
2285	1.503703058
2286	1.503483601
2287	1.503244755
2288	1.502880785
2289	1.502867694
2290	1.50270122
2291	1.502404292
2292	1.50205189
2293	1.501699706
2294	1.501436613
2295	1.501201523
2296	1.500900986
2297	1.500640543
2298	1.500397167
2299	1.500120898
2300	1.499820974
2301	1.499541608
2302	1.49932243
2303	1.499121387
2304	1.498932518
2305	1.498852097
2306	1.498580908
2307	1.498258006
2308	1.497974101
2309	1.497857853
2310	1.497678298
2311	1.497518467
2312	1.497211588
2313	1.496806105
2314	1.496536553
2315	1.496376757
2316	1.496129712
2317	1.495978066
2318	1.495670941
2319	1.495366383
2320	1.495036174
2321	1.494918086
2322	1.494744174
2323	1.494542502
2324	1.494254909
2325	1.494073638
2326	1.493637234
2327	1.493516832
2328	1.493266604
2329	1.493175786
2330	1.49303629
2331	1.492847877
2332	1.492506531
2333	1.492040416
2334	1.491840243
2335	1.491495395
2336	1.491184202
2337	1.490905372
2338	1.490703966
2339	1.49051485
2340	1.490264286
2341	1.489756353
2342	1.489395079
2343	1.489114616
2344	1.488765167
2345	1.488536819
2346	1.488192514
2347	1.48795698
2348	1.487633203
2349	1.487376492
2350	1.487095961
2351	1.486690561
2352	1.486341506
2353	1.486036963
2354	1.485679089
2355	1.485461416
2356	1.485129527
2357	1.484807549
2358	1.484517799
2359	1.484344474
2360	1.484179455
2361	1.484022844
2362	1.483823016
2363	1.483405821
2364	1.483363413
2365	1.483109156
2366	1.482757282
2367	1.482487356
2368	1.482111001
2369	1.481882407
2370	1.481708309
2371	1.481572731
2372	1.481459795
2373	1.481201469
2374	1.480803135
2375	1.48063794
2376	1.4806087
2377	1.480421087
2378	1.480268087
2379	1.479892916
2380	1.479592506
2381	1.479377231
2382	1.47897833
2383	1.478736227
2384	1.478438706
2385	1.478264538
2386	1.477901804
2387	1.47756295
2388	1.477328966
2389	1.477217975
2390	1.476989679
2391	1.476759997
2392	1.476642848
2393	1.476353553
2394	1.476042913
2395	1.475856023
2396	1.475462221
2397	1.4750637
2398	1.474761776
2399	1.474429426
2400	1.474154143
2401	1.473880717
2402	1.473525628
2403	1.473378922
2404	1.473136167
2405	1.472755895
2406	1.472538781
2407	1.472343392
2408	1.471976083
2409	1.471736973
2410	1.471370838
2411	1.47115359
2412	1.471104512
2413	1.470898546
2414	1.470637996
2415	1.470242539
2416	1.470100922
2417	1.469755182
2418	1.469444997
2419	1.469221212
2420	1.468952651
2421	1.46874695
2422	1.46851338
2423	1.468275373
2424	1.46808945
2425	1.467792044
2426	1.467541859
2427	1.467222366
2428	1.466843511
2429	1.466789183
2430	1.466476665
2431	1.466130885
2432	1.465861584
2433	1.465552549
2434	1.465198913
2435	1.464878955
2436	1.46453906
2437	1.4642522
2438	1.463893951
2439	1.463671809
2440	1.463459025
2441	1.463268815
2442	1.462958515
2443	1.46279404
2444	1.462495173
2445	1.462233371
2446	1.46197042
2447	1.461726559
2448	1.461458289
2449	1.461251756
2450	1.460880388
2451	1.460462143
2452	1.460311157
2453	1.460048201
2454	1.459770983
2455	1.459568255
2456	1.459319725
2457	1.459170204
2458	1.45915469
2459	1.458941835
2460	1.458790171
2461	1.458580405
2462	1.458444321
2463	1.458411926
2464	1.458267812
2465	1.458039923
2466	1.457928038
2467	1.457647252
2468	1.457384527
2469	1.457134044
2470	1.45706333
2471	1.456907401
2472	1.4566808
2473	1.456527829
2474	1.456336589
2475	1.456116274
2476	1.455881189
2477	1.455578512
2478	1.455273976
2479	1.454980509
2480	1.454731638
2481	1.454475621
2482	1.454223563
2483	1.454076122
2484	1.453764929
2485	1.453532638
2486	1.453242215
2487	1.453093133
2488	1.452884474
2489	1.452631742
2490	1.452371692
2491	1.452091968
2492	1.451691786
2493	1.45144334
2494	1.451102373
2495	1.450792012
2496	1.450491087
2497	1.450197731
2498	1.450113739
2499	1.449668699
2500	1.44942729
2501	1.449298093
2502	1.449114686
2503	1.448939306
2504	1.448795643
2505	1.448380884
2506	1.448182031
2507	1.448167602
2508	1.447907955
2509	1.447505435
2510	1.447211581
2511	1.446846514
2512	1.446568992
2513	1.446380727
2514	1.446355886
2515	1.446159187
2516	1.445966159
2517	1.445771268
2518	1.445616401
2519	1.445476113
2520	1.445328342
2521	1.445069205
2522	1.444653817
2523	1.444368594
2524	1.444176153
2525	1.443947945
2526	1.443741131
2527	1.443490291
2528	1.443064271
2529	1.442877448
2530	1.442821063
2531	1.442681893
2532	1.442533847
2533	1.442381939
2534	1.441960535
2535	1.441653409
2536	1.441306259
2537	1.441070775
2538	1.4408497
2539	1.44055821
2540	1.440269041
2541	1.440048977
2542	1.439651289
2543	1.439341267
2544	1.439187072
2545	1.438870103
2546	1.438702523
2547	1.438333522
2548	1.437883875
2549	1.437719803
2550	1.437407122
2551	1.437142973
2552	1.436907456
2553	1.436697609
2554	1.436435723
2555	1.43619952
2556	1.436055348
2557	1.435822312
2558	1.435391755
2559	1.435115371
2560	1.434855472
2561	1.43447957
2562	1.434255591
2563	1.434242898
2564	1.434227233
2565	1.434026796
2566	1.433848852
2567	1.433654323
2568	1.433412828
2569	1.433248729
2570	1.433022181
2571	1.432781765
2572	1.432481236
2573	1.432300881
2574	1.432083646
2575	1.431684934
2576	1.431416866
2577	1.431059584
2578	1.430659766
2579	1.430434262
2580	1.430163828
2581	1.429880645
2582	1.429852472
2583	1.429608389
2584	1.429421853
2585	1.429190868
2586	1.429084104
2587	1.428814647
2588	1.428561636
2589	1.428374669
2590	1.428079015
2591	1.427852539
2592	1.427628646
2593	1.427317013
2594	1.427166614
2595	1.426723599
2596	1.426413287
2597	1.426237484
2598	1.425938631
2599	1.425759789
2600	1.425589555
2601	1.425291674
2602	1.425028105
2603	1.424843353
2604	1.424578519
2605	1.424317631
2606	1.424101463
2607	1.423875112
2608	1.423642048
2609	1.423327593
2610	1.423003629
2611	1.422778079
2612	1.422450981
2613	1.422294606
2614	1.421946819
2615	1.421649127
2616	1.421408636
2617	1.421342744
2618	1.421166431
2619	1.42082283
2620	1.420305479
2621	1.42020829
2622	1.419923739
2623	1.419606645
2624	1.419348617
2625	1.419077888
2626	1.418674192
2627	1.418393178
2628	1.418201046
2629	1.418191147
2630	1.417838277
2631	1.417633286
2632	1.417413403
2633	1.417349219
2634	1.416989559
2635	1.416836357
2636	1.416574627
2637	1.416424062
2638	1.41627989
2639	1.416219635
2640	1.416051298
2641	1.415810542
2642	1.41565587
2643	1.415366077
2644	1.415273631
2645	1.41513423
2646	1.414761662
2647	1.414450278
2648	1.41422392
2649	1.414087372
2650	1.413840823
2651	1.413553042
2652	1.413222774
2653	1.412982187
2654	1.412825657
2655	1.41255984
2656	1.412252532
2657	1.412103817
2658	1.411960337
2659	1.411769042
2660	1.411714399
2661	1.411583046
2662	1.411281274
2663	1.411236857
2664	1.410867702
2665	1.410630224
2666	1.410322855
2667	1.410156469
2668	1.409898851
2669	1.409557302
2670	1.409228092
2671	1.408805525
2672	1.408471137
2673	1.408269987
2674	1.408020603
2675	1.407845237
2676	1.407586234
2677	1.407550884
2678	1.407312338
2679	1.407096426
2680	1.406831609
2681	1.40662013
2682	1.406564206
2683	1.406348363
2684	1.40611995
2685	1.406028917
2686	1.405954225
2687	1.405726489
2688	1.405424314
2689	1.405029941
2690	1.404938652
2691	1.404739178
2692	1.404409873
2693	1.404216814
2694	1.403875687
2695	1.403608086
2696	1.40331573
2697	1.403302796
2698	1.403043696
2699	1.40278164
2700	1.402574996
2701	1.402308902
2702	1.402116631
2703	1.40193989
2704	1.401673929
2705	1.401460706
2706	1.401267751
2707	1.40084436
2708	1.400663074
2709	1.400508277
2710	1.400160184
2711	1.399869417
2712	1.399604691
2713	1.399296397
2714	1.398983993
2715	1.398744098
2716	1.398289876
2717	1.398029571
2718	1.397637596
2719	1.397204235
2720	1.396862489
2721	1.396576971
2722	1.396244986
2723	1.396066212
2724	1.396022169
2725	1.395851315
2726	1.395575577
2727	1.39525526
2728	1.395072752
2729	1.39478098
2730	1.394618484
2731	1.39430897
2732	1.394124857
2733	1.393919144
2734	1.393786879
2735	1.393553417
2736	1.393540647
2737	1.393414617
2738	1.393202392
2739	1.392939654
2740	1.392666694
2741	1.392602112
2742	1.392378198
2743	1.392127509
2744	1.391885135
2745	1.391693329
2746	1.391500888
2747	1.391112315
2748	1.390801722
2749	1.390599489
2750	1.390176903
2751	1.389866694
2752	1.389810303
2753	1.389711832
2754	1.389536741
2755	1.389340655
2756	1.389057866
2757	1.388776882
2758	1.38861872
2759	1.388502196
2760	1.388082141
2761	1.38807018
2762	1.387814204
2763	1.387588014
2764	1.387176169
2765	1.387007316
2766	1.386877932
2767	1.386644462
2768	1.386253403
2769	1.386007692
2770	1.38581153
2771	1.385540051
2772	1.385249693
2773	1.385203552
2774	1.384899146
2775	1.384753102
2776	1.38450076
2777	1.384198553
2778	1.384042349
2779	1.383795801
2780	1.383603563
2781	1.38338164
2782	1.38315938
2783	1.382781659
2784	1.382616081
2785	1.382477474
2786	1.382113886
2787	1.381973887
2788	1.381641048
2789	1.38137189
2790	1.381088435
2791	1.380869884
2792	1.380577909
2793	1.380483824
2794	1.380229007
2795	1.380050121
2796	1.379945845
2797	1.37964067
2798	1.379372149
2799	1.379072244
2800	1.378855805
2801	1.378741328
2802	1.378459943
2803	1.378263494
2804	1.378218857
2805	1.37806713
2806	1.37779123
2807	1.377738151
2808	1.377509062
2809	1.377361799
2810	1.377263708
2811	1.377129688
2812	1.376831881
2813	1.376703356
2814	1.376486707
2815	1.376272118
2816	1.376087476
2817	1.376041609
2818	1.375831223
2819	1.375706881
2820	1.375415972
2821	1.375089929
2822	1.374684455
2823	1.374381015
2824	1.374105943
2825	1.373972762
2826	1.373752722
2827	1.37351852
2828	1.373395467
2829	1.373271662
2830	1.373146241
2831	1.372773531
2832	1.372730539
2833	1.372593636
2834	1.372474517
2835	1.372202139
2836	1.371960328
2837	1.371831335
2838	1.371729971
2839	1.371483471
2840	1.37122323
2841	1.371097697
2842	1.370820973
2843	1.370802656
2844	1.370441357
2845	1.370384957
2846	1.37035615
2847	1.370041172
2848	1.369835736
2849	1.369511001
2850	1.369412521
2851	1.369296096
2852	1.368946976
2853	1.368814896
2854	1.368445204
2855	1.368306615
2856	1.368155355
2857	1.367958685
2858	1.367752659
2859	1.367741436
2860	1.367683831
2861	1.367564726
2862	1.367289495
2863	1.367248263
2864	1.367011129
2865	1.36700014
2866	1.366664962
2867	1.366422549
2868	1.366166498
2869	1.365976378
2870	1.365852158
2871	1.365621764
2872	1.365480378
2873	1.365231848
2874	1.365018247
2875	1.364777131
2876	1.364559747
2877	1.36430053
2878	1.364158314
2879	1.363866837
2880	1.363505128
2881	1.363395153
2882	1.363245723
2883	1.363076888
2884	1.362861485
2885	1.362609252
2886	1.362400331
2887	1.362218127
2888	1.362078552
2889	1.361828143
2890	1.361483246
2891	1.361311403
2892	1.361062324
2893	1.360886025
2894	1.360547507
2895	1.360379623
2896	1.360140801
2897	1.359832953
2898	1.35958311
2899	1.359346387
2900	1.359079683
2901	1.358772821
2902	1.358740486
2903	1.358436019
2904	1.357989484
2905	1.357687573
2906	1.357421649
2907	1.357324854
2908	1.356966089
2909	1.356759224
2910	1.356296235
2911	1.356042178
2912	1.355750278
2913	1.355536064
2914	1.355360408
2915	1.355248147
2916	1.354961113
2917	1.354689623
2918	1.35446229
2919	1.354397682
2920	1.354181872
2921	1.353962985
2922	1.353806532
2923	1.353567105
2924	1.353458529
2925	1.353294281
2926	1.353115227
2927	1.35283652
2928	1.352609099
2929	1.352437095
2930	1.352208039
2931	1.352078536
2932	1.35196921
2933	1.351799023
2934	1.351571673
2935	1.35136273
2936	1.351228046
2937	1.350970923
2938	1.350765619
2939	1.350632383
2940	1.350432334
2941	1.350262993
2942	1.349928225
2943	1.349736223
2944	1.349503053
2945	1.349294964
2946	1.349104219
2947	1.348743721
2948	1.348593244
2949	1.348242135
2950	1.347605404
2951	1.347468606
2952	1.34709494
2953	1.346977596
2954	1.346799339
2955	1.346669165
2956	1.34642256
2957	1.346159833
2958	1.34603128
2959	1.345844903
2960	1.345695272
2961	1.345422919
2962	1.345125877
2963	1.344900526
2964	1.344751983
2965	1.344553766
2966	1.344361536
2967	1.344137634
2968	1.343991795
2969	1.343905001
2970	1.34382363
2971	1.343692626
2972	1.34353748
2973	1.343167841
2974	1.343060484
2975	1.342755178
2976	1.342559817
2977	1.342157231
2978	1.341825148
2979	1.341777391
2980	1.341690931
2981	1.34164875
2982	1.341544503
2983	1.341238296
2984	1.340963152
2985	1.340623699
2986	1.340438423
2987	1.340163061
2988	1.340135706
2989	1.340110326
2990	1.33984223
2991	1.339613754
2992	1.339444008
2993	1.339279027
2994	1.339146779
2995	1.338938343
2996	1.338770708
2997	1.338654221
2998	1.33846344
2999	1.338240225
3000	1.33803148
3001	1.33781832
3002	1.337586975
3003	1.337271536
3004	1.337201225
3005	1.337071892
3006	1.336973889
3007	1.33682248
3008	1.336441785
3009	1.336047431
3010	1.335833693
3011	1.335582425
3012	1.335453741
3013	1.335211822
3014	1.335045066
3015	1.334888752
3016	1.334702152
3017	1.334520631
3018	1.334269396
3019	1.33409908
3020	1.333839991
3021	1.333607552
3022	1.333219369
3023	1.333096767
3024	1.332949064
3025	1.332906015
3026	1.332625154
3027	1.332412437
3028	1.332286389
3029	1.332032297
3030	1.331832609
3031	1.331568358
3032	1.331311188
3033	1.331020546
3034	1.330868472
3035	1.330727954
3036	1.330563016
3037	1.330391522
3038	1.330238834
3039	1.3299885
3040	1.329704512
3041	1.329410687
3042	1.329107815
3043	1.328944871
3044	1.328723889
3045	1.328520781
3046	1.328348018
3047	1.328199546
3048	1.327946752
3049	1.327599146
3050	1.327455333
3051	1.327184027
3052	1.326908091
3053	1.326865884
3054	1.32672043
3055	1.326468424
3056	1.326363157
3057	1.326078953
3058	1.325852929
3059	1.325666065
3060	1.325625564
3061	1.325339303
3062	1.325200502
3063	1.325146656
3064	1.324983564
3065	1.324662397
3066	1.324369014
3067	1.324044307
3068	1.323808681
3069	1.323783574
3070	1.323486638
3071	1.323256997
3072	1.323095165
3073	1.322921867
3074	1.322573669
3075	1.32222807
3076	1.321989485
3077	1.32193176
3078	1.321821929
3079	1.321631542
3080	1.321486309
3081	1.321258047
3082	1.321050492
3083	1.320789057
3084	1.320568019
3085	1.320367911
3086	1.320271719
3087	1.320050306
3088	1.319897993
3089	1.319603147
3090	1.319407992
3091	1.319260837
3092	1.319220504
3093	1.319039138
3094	1.318718743
3095	1.318504847
3096	1.318363886
3097	1.318209041
3098	1.318166661
3099	1.318067492
3100	1.317775449
3101	1.317455556
3102	1.317342658
3103	1.31718383
3104	1.316922109
3105	1.316786193
3106	1.316674122
3107	1.316420732
3108	1.316249936
3109	1.316238919
3110	1.316102739
3111	1.315939512
3112	1.315786351
3113	1.315557115
3114	1.315333236
3115	1.315010404
3116	1.314930192
3117	1.31462743
3118	1.314378812
3119	1.314267897
3120	1.314034648
3121	1.313915967
3122	1.313656862
3123	1.313352316
3124	1.313288456
3125	1.313131418
3126	1.313002209
3127	1.312860338
3128	1.312639833
3129	1.312253793
3130	1.312180504
3131	1.312136061
3132	1.311957003
3133	1.311790154
3134	1.311677241
3135	1.311279389
3136	1.311017014
3137	1.310722008
3138	1.310665839
3139	1.310492452
3140	1.310212071
3141	1.310068096
3142	1.309896906
3143	1.30973854
3144	1.309586032
3145	1.309323593
3146	1.309074068
3147	1.308864563
3148	1.308794147
3149	1.308585419
3150	1.308578111
3151	1.308439268
3152	1.308350034
3153	1.308123402
3154	1.308012864
3155	1.307753725
3156	1.307746192
3157	1.307496049
3158	1.307478475
3159	1.307248502
3160	1.30712441
3161	1.307118425
3162	1.306838196
3163	1.30681245
3164	1.306585512
3165	1.306337554
3166	1.306198652
3167	1.306050196
3168	1.305739438
3169	1.305527247
3170	1.305410657
3171	1.305209515
3172	1.30497877
3173	1.304787149
3174	1.304438707
3175	1.304283926
3176	1.30389852
3177	1.303709575
3178	1.303526076
3179	1.303331373
3180	1.30290169
3181	1.302759732
3182	1.302560483
3183	1.302305318
3184	1.302082413
3185	1.301735013
3186	1.301646295
3187	1.301435151
3188	1.301234248
3189	1.30093797
3190	1.30068499
3191	1.300426149
3192	1.300075767
3193	1.299900859
3194	1.299666668
3195	1.299658333
3196	1.299515709
3197	1.299407113
3198	1.299187747
3199	1.299142338
3200	1.298958027
3201	1.29864786
3202	1.298327772
3203	1.298256222
3204	1.297965562
3205	1.297741538
3206	1.297705406
3207	1.297521347
3208	1.297316237
3209	1.29706233
3210	1.296853883
3211	1.296682037
3212	1.296525007
3213	1.296454679
3214	1.296178627
3215	1.29594922
3216	1.295716967
3217	1.295464447
