iter	RMSE
292	2.39352045
293	2.392234623
294	2.390893532
295	2.389755481
296	2.388657813
297	2.387571357
298	2.386504502
299	2.38556888
300	2.384475236
301	2.383240036
302	2.382044539
303	2.381124024
304	2.379932209
305	2.37899168
306	2.377867155
307	2.376486919
308	2.375564073
309	2.374567307
310	2.373647674
311	2.372486819
312	2.371476128
313	2.37050066
314	2.369096921
315	2.368250974
316	2.366992287
317	2.365822688
318	2.364850563
319	2.363906749
320	2.362954665
321	2.362236355
322	2.361187507
323	2.360230517
324	2.359220916
325	2.358078979
326	2.357119036
327	2.355955298
328	2.355123085
329	2.354300175
330	2.353334721
331	2.352241328
332	2.351170079
333	2.350368116
334	2.349488892
335	2.348550297
336	2.347657587
337	2.346643588
338	2.345634954
339	2.344599296
340	2.343548588
341	2.342584328
342	2.341381994
343	2.340557677
344	2.33981858
345	2.338838622
346	2.338002385
347	2.337214639
348	2.336128439
349	2.335035791
350	2.333995639
351	2.333104163
352	2.332252171
353	2.331389011
354	2.330365959
355	2.329431078
356	2.32853285
357	2.327550795
358	2.326336084
359	2.325520869
360	2.324326551
361	2.323450599
362	2.322598177
363	2.321806108
364	2.320886528
365	2.320002008
366	2.318942195
367	2.318140079
368	2.31725013
369	2.316184648
370	2.315432281
371	2.314569874
372	2.313883978
373	2.312874775
374	2.312005631
375	2.311059798
376	2.31028513
377	2.309371034
378	2.308450546
379	2.307652767
380	2.306793823
381	2.305951678
382	2.305107023
383	2.304083551
384	2.303294662
385	2.302318685
386	2.301639864
387	2.30103451
388	2.300165805
389	2.299134608
390	2.298211298
391	2.297380254
392	2.296202455
393	2.295446044
394	2.29471338
395	2.294004923
396	2.29295598
397	2.291887224
398	2.291058282
399	2.290181359
400	2.289418331
401	2.288738404
402	2.288059705
403	2.287278973
404	2.286522365
405	2.285603228
406	2.284897678
407	2.284041642
408	2.283198354
409	2.282439463
410	2.281629824
411	2.280730397
412	2.279824145
413	2.278871421
414	2.278205066
415	2.277431228
416	2.276545581
417	2.275477879
418	2.27462146
419	2.273947677
420	2.273215906
421	2.272289289
422	2.271595225
423	2.270753208
424	2.269874651
425	2.268898563
426	2.268102449
427	2.267251943
428	2.266447017
429	2.265534083
430	2.264680253
431	2.264012859
432	2.263042095
433	2.261984247
434	2.261288816
435	2.260620387
436	2.259686243
437	2.258793505
438	2.25800495
439	2.257257238
440	2.256651711
441	2.255860137
442	2.255076892
443	2.254409109
444	2.253569179
445	2.252505965
446	2.251736029
447	2.250849408
448	2.250011265
449	2.249389399
450	2.248449037
451	2.247818313
452	2.246655115
453	2.245724257
454	2.24526818
455	2.244603797
456	2.244007743
457	2.243404207
458	2.242790314
459	2.241914183
460	2.241306643
461	2.240412081
462	2.239777746
463	2.239099677
464	2.238516999
465	2.237719064
466	2.237087794
467	2.236436788
468	2.235841003
469	2.23517286
470	2.234375216
471	2.233717391
472	2.232962014
473	2.232085788
474	2.231352821
475	2.230769817
476	2.229973324
477	2.22932149
478	2.228769255
479	2.228035687
480	2.227510365
481	2.226923079
482	2.226082624
483	2.225178141
484	2.224520184
485	2.223992339
486	2.223132563
487	2.222518046
488	2.221984767
489	2.221005944
490	2.219981799
491	2.219155656
492	2.218259567
493	2.217642759
494	2.216936215
495	2.216195627
496	2.215476449
497	2.214748238
498	2.214067121
499	2.213363681
500	2.212642492
501	2.211979225
502	2.211157958
503	2.210451511
504	2.20976817
505	2.208941628
506	2.208054057
507	2.207218576
508	2.206555553
509	2.205720287
510	2.204974715
511	2.204374028
512	2.203736499
513	2.203061596
514	2.202224993
515	2.201455323
516	2.20079856
517	2.19987333
518	2.199082206
519	2.198205424
520	2.197726863
521	2.197134792
522	2.196533169
523	2.19582319
524	2.195157262
525	2.194528443
526	2.19387961
527	2.193299776
528	2.192560038
529	2.191894972
530	2.191042895
531	2.190239932
532	2.189569093
533	2.188841139
534	2.188223197
535	2.187336515
536	2.186609621
537	2.186028211
538	2.185407202
539	2.18451553
540	2.183827488
541	2.18326143
542	2.182740334
543	2.182097992
544	2.181448997
545	2.180816108
546	2.180099503
547	2.17963186
548	2.178828597
549	2.178246482
550	2.177571202
551	2.176775308
552	2.176317577
553	2.175223531
554	2.174443265
555	2.173762895
556	2.172968125
557	2.172020713
558	2.171325883
559	2.170596177
560	2.169828069
561	2.169112669
562	2.168451631
563	2.167849444
564	2.167030562
565	2.166262145
566	2.165574051
567	2.164851363
568	2.164266796
569	2.163559869
570	2.163000517
571	2.162439542
572	2.161720049
573	2.160907861
574	2.160189692
575	2.159647862
576	2.159005735
577	2.158318278
578	2.15774171
579	2.157205872
580	2.156385634
581	2.155530754
582	2.154708631
583	2.153990815
584	2.153330901
585	2.152879482
586	2.152378058
587	2.151670967
588	2.150810269
589	2.150169744
590	2.149622614
591	2.149126055
592	2.148437105
593	2.147933308
594	2.147243495
595	2.146558928
596	2.145944095
597	2.145002308
598	2.144337097
599	2.143715949
600	2.142905182
601	2.142369224
602	2.142306141
603	2.141997007
604	2.141370568
605	2.140648711
606	2.139987423
607	2.139317745
608	2.138719133
609	2.13808806
610	2.137334007
611	2.136759009
612	2.135794772
613	2.135148765
614	2.134817053
615	2.133995847
616	2.133512539
617	2.132782136
618	2.132194434
619	2.131729791
620	2.13103217
621	2.130295149
622	2.129866912
623	2.129085753
624	2.128267945
625	2.127656444
626	2.127024884
627	2.126574405
628	2.12598445
629	2.125283769
630	2.124622422
631	2.124088664
632	2.123259705
633	2.122780963
634	2.122046072
635	2.121569548
636	2.12102097
637	2.12052011
638	2.120044341
639	2.119549192
640	2.118508884
641	2.117906254
642	2.117254187
643	2.116767041
644	2.116241131
645	2.115711044
646	2.115198726
647	2.114607976
648	2.113961597
649	2.113293202
650	2.112584518
651	2.112072209
652	2.111798829
653	2.111138851
654	2.110675605
655	2.110017418
656	2.109522195
657	2.108897545
658	2.10832358
659	2.107524571
660	2.106936972
661	2.106398487
662	2.105766878
663	2.105155937
664	2.104507026
665	2.10440668
666	2.103749942
667	2.103175868
668	2.102571342
669	2.101893594
670	2.101105019
671	2.100408317
672	2.099611282
673	2.098837658
674	2.098289103
675	2.097695372
676	2.097333246
677	2.096910353
678	2.096372394
679	2.095754724
680	2.095209281
681	2.094510206
682	2.093892152
683	2.0932825
684	2.092734926
685	2.092181845
686	2.091356349
687	2.090804754
688	2.090201879
689	2.089626615
690	2.089058804
691	2.088378176
692	2.087797129
693	2.087742449
694	2.087095794
695	2.086477254
696	2.085927417
697	2.085406284
698	2.084888765
699	2.084363915
700	2.083782347
701	2.083215462
702	2.08267544
703	2.082191141
704	2.081728763
705	2.081008396
706	2.080488916
707	2.079897735
708	2.079184064
709	2.078618372
710	2.078102675
711	2.077471851
712	2.076890758
713	2.076292164
714	2.075697734
715	2.075220322
716	2.074521799
717	2.074079563
718	2.073462309
719	2.0728726
720	2.072380482
721	2.071832525
722	2.071101458
723	2.071003251
724	2.070330403
725	2.069898732
726	2.069422053
727	2.068721399
728	2.068311004
729	2.067785632
730	2.067254983
731	2.066701269
732	2.065955767
733	2.065186181
734	2.064634218
735	2.063820149
736	2.063242446
737	2.062717421
738	2.062059022
739	2.061456967
740	2.060746421
741	2.060272172
742	2.05973144
743	2.05889854
744	2.058405196
745	2.057910217
746	2.057388364
747	2.056634723
748	2.056067685
749	2.055563049
750	2.055188058
751	2.054735458
752	2.054273926
753	2.053812807
754	2.05335517
755	2.052661053
756	2.051927624
757	2.051414515
758	2.050610536
759	2.050273417
760	2.049694762
761	2.049254503
762	2.04862624
763	2.048176349
764	2.047339435
765	2.046941642
766	2.046202928
767	2.045607965
768	2.044941797
769	2.044403579
770	2.043887951
771	2.043084343
772	2.043004571
773	2.042545229
774	2.042485051
775	2.041690899
776	2.041121652
777	2.040653182
778	2.040217922
779	2.039721256
780	2.039309508
781	2.03900401
782	2.038347542
783	2.037866828
784	2.037394046
785	2.03687349
786	2.036229204
787	2.035654365
788	2.035177362
789	2.034609903
790	2.034195288
791	2.033617106
792	2.033150172
793	2.032627086
794	2.032178286
795	2.031605882
796	2.031311456
797	2.030755038
798	2.030344813
799	2.02966058
800	2.029317891
801	2.028792292
802	2.02833121
803	2.028014738
804	2.027582699
805	2.027094094
806	2.026396106
807	2.025913024
808	2.025116242
809	2.024408462
810	2.023933117
811	2.023410671
812	2.022859796
813	2.022311247
814	2.021772786
815	2.021312867
816	2.020695006
817	2.020120548
818	2.019513388
819	2.018940872
820	2.018304536
821	2.017887109
822	2.017388737
823	2.017285188
824	2.016825606
825	2.016233558
826	2.015856196
827	2.015431224
828	2.014961216
829	2.014495237
830	2.013993542
831	2.01329786
832	2.012598682
833	2.011928418
834	2.011415112
835	2.010856853
836	2.010111584
837	2.010010143
838	2.00938698
839	2.008864626
840	2.008229926
841	2.007788705
842	2.007118153
843	2.006785438
844	2.006372094
845	2.005909135
846	2.00526692
847	2.004683544
848	2.004277876
849	2.003846423
850	2.003336903
851	2.002546041
852	2.001955507
853	2.001351304
854	2.000783667
855	2.000378168
856	1.999746838
857	1.999281618
858	1.99889569
859	1.998559399
860	1.9980723
861	1.997384339
862	1.996924591
863	1.996406121
864	1.996005436
865	1.995199736
866	1.994676331
867	1.994276198
868	1.993781044
869	1.993388707
870	1.992843501
871	1.992452602
872	1.992012676
873	1.991477121
874	1.991437126
875	1.990824947
876	1.990784845
877	1.990100197
878	1.989603112
879	1.989255506
880	1.988838256
881	1.988267438
882	1.987759542
883	1.987071748
884	1.986566586
885	1.986068653
886	1.985594423
887	1.985159677
888	1.984773508
889	1.984308395
890	1.984026644
891	1.983460075
892	1.982832032
893	1.982285933
894	1.981773145
895	1.981437178
896	1.980761246
897	1.980079447
898	1.979612662
899	1.979111421
900	1.978809074
901	1.978465184
902	1.977872941
903	1.977342364
904	1.976963806
905	1.976622889
906	1.976028065
907	1.975354131
908	1.974878584
909	1.974334696
910	1.973879396
911	1.973461581
912	1.972963124
913	1.972448616
914	1.971895296
915	1.971307183
916	1.971256217
917	1.970569837
918	1.970151996
919	1.969757795
920	1.96927709
921	1.968932004
922	1.968451946
923	1.967934136
924	1.967588685
925	1.966976854
926	1.966348689
927	1.96632439
928	1.965590809
929	1.96503547
930	1.964645084
931	1.964205414
932	1.963579118
933	1.963282193
934	1.962849596
935	1.962810503
936	1.96236121
937	1.962004843
938	1.961391387
939	1.960776007
940	1.960134478
941	1.959716467
942	1.95967817
943	1.959254255
944	1.958765352
945	1.958281657
946	1.957756863
947	1.957734061
948	1.957346822
949	1.957319323
950	1.956904527
951	1.95613015
952	1.956106802
953	1.956070488
954	1.955563045
955	1.955052223
956	1.954671212
957	1.954274293
958	1.953751589
959	1.953302254
960	1.952883457
961	1.95244317
962	1.952123927
963	1.951682282
964	1.951645561
965	1.951156839
966	1.950705147
967	1.949939884
968	1.949493523
969	1.948887487
970	1.948867884
971	1.948512627
972	1.948490789
973	1.947825422
974	1.947399804
975	1.94710943
976	1.946801911
977	1.946380609
978	1.945822124
979	1.945801358
980	1.945213564
981	1.944738123
982	1.944714916
983	1.944317952
984	1.943579417
985	1.943018851
986	1.942698007
987	1.942257099
988	1.941595417
989	1.941271533
990	1.940592593
991	1.940247892
992	1.939922477
993	1.939900385
994	1.93938463
995	1.938910253
996	1.938349616
997	1.937734502
998	1.937287375
999	1.936794387
1000	1.93616797
1001	1.936148745
1002	1.935496669
1003	1.935078081
1004	1.93433049
1005	1.933819399
1006	1.933452631
1007	1.932881466
1008	1.932391083
1009	1.932020856
1010	1.931704141
1011	1.931242579
1012	1.930633905
1013	1.930109644
1014	1.929622019
1015	1.929252174
1016	1.928917351
1017	1.928543418
1018	1.927864492
1019	1.927346744
1020	1.927016835
1021	1.926514588
1022	1.926124681
1023	1.925676199
1024	1.925627511
1025	1.925289927
1026	1.925047136
1027	1.924622809
1028	1.924257942
1029	1.924236828
1030	1.923651289
1031	1.923165008
1032	1.922813407
1033	1.922293896
1034	1.921859091
1035	1.92182223
1036	1.92158504
1037	1.92118374
1038	1.920819345
1039	1.920108192
1040	1.919693967
1041	1.919216363
1042	1.918844358
1043	1.918372116
1044	1.918004779
1045	1.917364717
1046	1.916901882
1047	1.916513661
1048	1.915984608
1049	1.915469784
1050	1.91501001
1051	1.914444933
1052	1.914390976
1053	1.913969221
1054	1.913521912
1055	1.91305471
1056	1.912689092
1057	1.912230276
1058	1.911813913
1059	1.911342423
1060	1.910939385
1061	1.910459357
1062	1.910112721
1063	1.909471919
1064	1.908919885
1065	1.908215521
1066	1.907680154
1067	1.907310977
1068	1.906929939
1069	1.906534543
1070	1.906200872
1071	1.905779914
1072	1.905131901
1073	1.904647346
1074	1.904161679
1075	1.903614087
1076	1.903022273
1077	1.90251038
1078	1.902175505
1079	1.90172567
1080	1.901343971
1081	1.901032174
1082	1.901012241
1083	1.900733857
1084	1.900398503
1085	1.900008091
1086	1.899497018
1087	1.899160551
1088	1.898827516
1089	1.89825784
1090	1.89803286
1091	1.89759844
1092	1.897325811
1093	1.896821891
1094	1.896302338
1095	1.89575107
1096	1.895731685
1097	1.895107566
1098	1.894775975
1099	1.894357509
1100	1.894299963
1101	1.893748306
1102	1.893731589
1103	1.893107761
1104	1.892579036
1105	1.891975642
1106	1.891550274
1107	1.890930959
1108	1.890549998
1109	1.890300779
1110	1.889960745
1111	1.889628427
1112	1.889405962
1113	1.888824977
1114	1.888408887
1115	1.888042492
1116	1.887717239
1117	1.887326373
1118	1.886913754
1119	1.886408602
1120	1.885908282
1121	1.885482115
1122	1.884989527
1123	1.884443033
1124	1.883937462
1125	1.883584806
1126	1.883255474
1127	1.88270322
1128	1.882160865
1129	1.881859087
1130	1.881338526
1131	1.880892114
1132	1.880464666
1133	1.880057793
1134	1.879714166
1135	1.87931666
1136	1.878852059
1137	1.878520859
1138	1.877987414
1139	1.877416625
1140	1.876917695
1141	1.87659978
1142	1.876228632
1143	1.876156449
1144	1.875783772
1145	1.875341365
1146	1.875065894
1147	1.874613342
1148	1.874212592
1149	1.873773537
1150	1.873256336
1151	1.872786422
1152	1.872399784
1153	1.871850578
1154	1.871435272
1155	1.870847858
1156	1.870358085
1157	1.869886269
1158	1.869482146
1159	1.869144409
1160	1.868786045
1161	1.868288137
1162	1.867935823
1163	1.86759792
1164	1.867161953
1165	1.866851324
1166	1.866530387
1167	1.866029879
1168	1.865571759
1169	1.865189298
1170	1.864716858
1171	1.864187006
1172	1.864139767
1173	1.863939994
1174	1.863535821
1175	1.863144791
1176	1.862587892
1177	1.862442116
1178	1.861935054
1179	1.861153241
1180	1.860591009
1181	1.860023988
1182	1.859991592
1183	1.859666414
1184	1.85907497
1185	1.858479677
1186	1.85814761
1187	1.857742466
1188	1.857101866
1189	1.856632994
1190	1.856167851
1191	1.85561346
1192	1.855224682
1193	1.854784124
1194	1.854292696
1195	1.853947134
1196	1.853571182
1197	1.853186116
1198	1.85307747
1199	1.852663522
1200	1.852358499
1201	1.851988586
1202	1.851573354
1203	1.85118813
1204	1.850775638
1205	1.850300319
1206	1.849961821
1207	1.849712034
1208	1.84933452
1209	1.849311081
1210	1.849005632
1211	1.848725377
1212	1.848445068
1213	1.848197611
1214	1.847821063
1215	1.847391539
1216	1.846914866
1217	1.846548671
1218	1.846086044
1219	1.845554361
1220	1.845054286
1221	1.844605103
1222	1.844142236
1223	1.84371441
1224	1.843355898
1225	1.843048229
1226	1.84264292
1227	1.842405351
1228	1.841901856
1229	1.841596655
1230	1.841211849
1231	1.841031697
1232	1.840550098
1233	1.840207423
1234	1.839762116
1235	1.839445193
1236	1.839081857
1237	1.838616329
1238	1.838247758
1239	1.837879315
1240	1.837202685
1241	1.836688372
1242	1.836172451
1243	1.835752308
1244	1.835230206
1245	1.834882435
1246	1.834315288
1247	1.833852475
1248	1.833486009
1249	1.833146568
1250	1.832819856
1251	1.832802959
1252	1.832747424
1253	1.832470553
1254	1.832043642
1255	1.831547311
1256	1.831131064
1257	1.830718165
1258	1.830401391
1259	1.829868903
1260	1.829533754
1261	1.829079456
1262	1.828667692
1263	1.828228204
1264	1.827892969
1265	1.827842038
1266	1.827455143
1267	1.827122115
1268	1.82674337
1269	1.826354207
1270	1.825891964
1271	1.825424486
1272	1.825135891
1273	1.824571533
1274	1.824209135
1275	1.823773023
1276	1.823414462
1277	1.823245493
1278	1.823015282
1279	1.822489233
1280	1.822053688
1281	1.821527467
1282	1.82095512
1283	1.820326135
1284	1.819785972
1285	1.819388187
1286	1.818914786
1287	1.818435926
1288	1.818046576
1289	1.817661337
1290	1.817276454
1291	1.816988147
1292	1.816348848
1293	1.815827357
1294	1.815540234
1295	1.815052899
1296	1.814622658
1297	1.814253491
1298	1.81395576
1299	1.813938217
1300	1.813658461
1301	1.813363391
1302	1.813188125
1303	1.812842659
1304	1.812455276
1305	1.81219997
1306	1.811753772
1307	1.811349107
1308	1.811066064
1309	1.810719756
1310	1.81053367
1311	1.810108137
1312	1.809683515
1313	1.809437781
1314	1.809100232
1315	1.808403461
1316	1.807907962
1317	1.807523101
1318	1.807097201
1319	1.806663254
1320	1.806334486
1321	1.806241195
1322	1.805985582
1323	1.805592821
1324	1.805206478
1325	1.804774676
1326	1.80410248
1327	1.803776897
1328	1.803270483
1329	1.802773933
1330	1.802504928
1331	1.801841929
1332	1.801355759
1333	1.801103722
1334	1.800499929
1335	1.80012796
1336	1.799735272
1337	1.799247396
1338	1.798909938
1339	1.798141403
1340	1.797786153
1341	1.797292386
1342	1.796882769
1343	1.79685836
1344	1.796375998
1345	1.796068816
1346	1.795628562
1347	1.795427843
1348	1.795412376
1349	1.795084356
1350	1.794871978
1351	1.794555595
1352	1.794063415
1353	1.793681558
1354	1.793329747
1355	1.792977084
1356	1.792622822
1357	1.79235705
1358	1.791966495
1359	1.791673959
1360	1.791289636
1361	1.791000759
1362	1.790973383
1363	1.790414368
1364	1.790090933
1365	1.789816117
1366	1.789375832
1367	1.789039359
1368	1.788632974
1369	1.788231587
1370	1.787830052
1371	1.7874869
1372	1.787123966
1373	1.786819947
1374	1.786504738
1375	1.786140648
1376	1.78586231
1377	1.785458902
1378	1.785037006
1379	1.784604819
1380	1.784244047
1381	1.783711679
1382	1.78341337
1383	1.783092105
1384	1.782775066
1385	1.782364182
1386	1.782058598
1387	1.781670458
1388	1.781316505
1389	1.780765624
1390	1.780445375
1391	1.78000655
1392	1.779649682
1393	1.779301494
1394	1.778911937
1395	1.778399578
1396	1.778134382
1397	1.777782346
1398	1.777515302
1399	1.776867494
1400	1.776457027
1401	1.776070761
1402	1.775621017
1403	1.775215236
1404	1.774895845
1405	1.774465269
1406	1.77396935
1407	1.773558679
1408	1.773141539
1409	1.772852486
1410	1.772356887
1411	1.772058044
1412	1.771660251
1413	1.771499436
1414	1.770857086
1415	1.770547241
1416	1.770320159
1417	1.769815137
1418	1.769407925
1419	1.769130435
1420	1.768740572
1421	1.768423323
1422	1.768298336
1423	1.767801329
1424	1.767479222
1425	1.767087607
1426	1.766732467
1427	1.766314232
1428	1.765867356
1429	1.765281127
1430	1.764819673
1431	1.764403369
1432	1.763986165
1433	1.763845596
1434	1.763380168
1435	1.762956375
1436	1.762509815
1437	1.762140439
1438	1.761822708
1439	1.761370715
1440	1.76096805
1441	1.760537219
1442	1.760147277
1443	1.759689118
1444	1.759474561
1445	1.759144321
1446	1.758825172
1447	1.758438561
1448	1.75812888
1449	1.757808526
1450	1.757515295
1451	1.757136166
1452	1.756836965
1453	1.756387312
1454	1.756366663
1455	1.756015832
1456	1.755648637
1457	1.755137009
1458	1.754687124
1459	1.75437088
1460	1.75398313
1461	1.753632413
1462	1.753280108
1463	1.752991023
1464	1.75257883
1465	1.752118727
1466	1.751772452
1467	1.751411735
1468	1.750909824
1469	1.750606206
1470	1.750176915
1471	1.750157612
1472	1.749847632
1473	1.749698756
1474	1.749357597
1475	1.749092368
1476	1.748548079
1477	1.748113157
1478	1.747752199
1479	1.747500707
1480	1.74702315
1481	1.746834121
1482	1.746421708
1483	1.745992375
1484	1.745700946
1485	1.745119087
1486	1.744849877
1487	1.744455701
1488	1.744238919
1489	1.743940301
1490	1.743349199
1491	1.742791985
1492	1.742337904
1493	1.741849467
1494	1.741518172
1495	1.741178711
1496	1.74085289
1497	1.74070094
1498	1.740385344
1499	1.74001337
1500	1.739680958
1501	1.739321804
1502	1.73903638
1503	1.738951512
1504	1.738600693
1505	1.738370611
1506	1.73807473
1507	1.737854558
1508	1.737524779
1509	1.737213065
1510	1.737043038
1511	1.736747701
1512	1.736335359
1513	1.735834189
1514	1.735538854
1515	1.73515326
1516	1.734816223
1517	1.734471127
1518	1.734025806
1519	1.733647414
1520	1.73323096
1521	1.73286665
1522	1.732492785
1523	1.732058652
1524	1.731624533
1525	1.73133201
1526	1.731027041
1527	1.730754558
1528	1.730528353
1529	1.730280684
1530	1.730240638
1531	1.729865369
1532	1.729519509
1533	1.729311204
1534	1.729096947
1535	1.728811316
1536	1.728479201
1537	1.728189696
1538	1.727680225
1539	1.727256923
1540	1.726884395
1541	1.726865901
1542	1.726752575
1543	1.726393433
1544	1.72611624
1545	1.725883101
1546	1.725514753
1547	1.72516277
1548	1.724947917
1549	1.724675892
1550	1.724196433
1551	1.723827311
1552	1.723348476
1553	1.722901853
1554	1.722442027
1555	1.722285158
1556	1.721792694
1557	1.721402565
1558	1.72108355
1559	1.720658566
1560	1.72019437
1561	1.719836562
1562	1.719795489
1563	1.719386695
1564	1.719018115
1565	1.718745412
1566	1.718705119
1567	1.718477409
1568	1.718139893
1569	1.717917395
1570	1.717495691
1571	1.717253584
1572	1.716817353
1573	1.716457545
1574	1.716073367
1575	1.715548285
1576	1.715245484
1577	1.714974481
1578	1.7145231
1579	1.714134699
1580	1.713908938
1581	1.713559625
1582	1.713106685
1583	1.713056257
1584	1.712615841
1585	1.71238544
1586	1.712085024
1587	1.711701051
1588	1.711612234
1589	1.711349332
1590	1.711013808
1591	1.710630015
1592	1.71038365
1593	1.710068233
1594	1.70968374
1595	1.709280145
1596	1.708964636
1597	1.70839073
1598	1.708042427
1599	1.707629944
1600	1.707214775
1601	1.706923302
1602	1.706600965
1603	1.706143134
1604	1.705702519
1605	1.705447987
1606	1.705212524
1607	1.7048831
1608	1.70452782
1609	1.704146043
1610	1.703940999
1611	1.703540523
1612	1.703103472
1613	1.703082255
1614	1.70271663
1615	1.702423874
1616	1.701990851
1617	1.701604012
1618	1.701352909
1619	1.701321597
1620	1.700841574
1621	1.700495084
1622	1.700090581
1623	1.69950619
1624	1.699133119
1625	1.699097329
1626	1.698671972
1627	1.698402735
1628	1.697946282
1629	1.697692903
1630	1.697313935
1631	1.697124809
1632	1.696934655
1633	1.696616279
1634	1.696190311
1635	1.695848731
1636	1.695368524
1637	1.695159865
1638	1.694764091
1639	1.694365889
1640	1.694286803
1641	1.694087181
1642	1.69376706
1643	1.693421689
1644	1.693128355
1645	1.692557429
1646	1.692095724
1647	1.691757039
1648	1.691094975
1649	1.690823934
1650	1.690472679
1651	1.690152741
1652	1.689796023
1653	1.689549908
1654	1.689290749
1655	1.689026742
1656	1.688804196
1657	1.68867997
1658	1.688304673
1659	1.687979003
1660	1.687673052
1661	1.687455567
1662	1.687139587
1663	1.686945838
